0.1607142857142858,0.1428571428571428,0.125,0,0.1428571428571428,0.1428571428571428,0.1428571428571428,0.1428571428571428,0,0
0.1428571428571428,0.1607142857142858,0.125,0.1428571428571428,0,0,0.1428571428571428,0.1428571428571428,0.1428571428571428,0
0.125,0.125,0.125,0.125,0.125,0,0,0.125,0.125,0.125
0,0.1428571428571428,0.125,0.3654761904761905,0.1666666666666667,0,0,0,0,0.2
0.1428571428571428,0,0.125,0.1666666666666667,0.2321428571428572,0.1666666666666667,0,0,0,0.1666666666666667
0.1428571428571428,0,0,0,0.1666666666666667,0.4904761904761905,0.2,0,0,0
0.1428571428571428,0.1428571428571428,0,0,0,0.2,0.3476190476190476,0.1666666666666667,0,0
0.1428571428571428,0.1428571428571428,0.125,0,0,0,0.1666666666666667,0.255952380952381,0.1666666666666667,0
0,0.1428571428571428,0.125,0,0,0,0,0.1666666666666667,0.5654761904761905,0
0,0,0.125,0.2,0.1666666666666667,0,0,0,0,0.5083333333333333
